7d1547df-7e72-4cb2-87de-d4ad7b612dc2	reasoning	2424	0	28	f	Gemini API key is not configured.	t	reasoning_v1	2026-06-15 04:11:57.197752+00
e98898e6-f598-4783-afa3-d42e6b7fa10a	generate	10	0	981	f	Groq request failed: Groq API returned 400: {"error":{"message":"unknown field `max_tokens` in request body","type":"invalid_request_error"}}\n	t	v1	2026-06-17 09:28:50.79987+00
286838b8-fa93-4225-a45a-fbc6c82a3919	generate	262	0	211	f	Groq request failed: Groq API returned 400: {"error":{"message":"unknown field `max_tokens` in request body","type":"invalid_request_error"}}\n	t	v1	2026-06-17 09:28:51.983948+00
6a349ef7-8338-4a7f-826b-d1a7b278d3ae	generate	10	0	208	f	Groq request failed: Groq API returned 400: {"error":{"message":"unknown field `max_tokens` in request body","type":"invalid_request_error"}}\n	t	v1	2026-06-17 09:29:03.245979+00
0c56850e-da6b-457d-9879-9eaadf831b7f	generate	10	0	415	f	Groq request failed: Groq API returned 400: {"error":{"message":"unknown field `max_tokens` in request body","type":"invalid_request_error"}}\n	t	v1	2026-06-17 09:30:42.986041+00
94aa1353-9dfe-4019-84b9-d3d8411fa067	generate	296	0	234	f	Groq request failed: Groq API returned 400: {"error":{"message":"unknown field `max_tokens` in request body","type":"invalid_request_error"}}\n	t	v1	2026-06-17 09:30:44.689145+00
925c4f56-dc33-4ead-9413-12a5bd769ec9	generate	332	155	833	t	\N	f	v1	2026-06-17 09:33:52.510748+00
b93d8c31-9929-4b15-84ee-3329feb1529c	generate	484	160	622	t	\N	f	v1	2026-06-17 09:34:10.866069+00
594282b9-e62c-4d6d-b431-2a8bf6560ab5	generate	664	40	855	t	\N	f	v1	2026-06-17 09:42:52.435368+00
2f076951-fa8e-45a5-84f4-6ace45f7c68f	generate	696	64	824	t	\N	f	v1	2026-06-17 09:45:28.855055+00
4e408ecd-682b-4ca9-a8a8-6b2c187fe5b9	generate	755	0	812	t	\N	f	v1	2026-06-17 09:45:55.556287+00
22ca41a5-5568-407d-89b0-0b6f0caed2c5	generate	638	0	927	t	\N	f	v1	2026-06-17 09:46:19.549558+00
662b9bfd-7f40-470e-bb3e-24e167a4a426	generate	409	36	517	t	\N	f	v1	2026-06-17 09:46:55.028462+00
f1a48408-f103-418c-91a5-c2265c66f39f	generate	506	31	674	t	\N	f	v1	2026-06-17 09:48:29.832832+00
7062c2be-88a2-48c7-b92d-c76fc1e9420c	generate	576	44	1198	t	\N	f	v1	2026-06-17 09:53:58.766896+00
50b3fece-53d1-4f26-9605-ea6a31c75579	generate	576	43	700	t	\N	f	v1	2026-06-17 09:58:27.530728+00
942ddd79-1055-41cc-bc96-b71b346d7b67	generate	574	63	691	t	\N	f	v1	2026-06-17 09:58:35.853603+00
2c4df673-3bd7-4790-9c92-215f6b75130d	generate	608	105	666	t	\N	f	v1	2026-06-17 09:58:52.4492+00
e7153de7-87a9-49c8-9627-1a53eac5ed42	admin_ai_insight	1339	205	1337	t	\N	f	service_optimization_v1	2026-06-17 10:33:53.498368+00
ad11e118-30e4-40f1-a1fa-93bb9f5326a3	admin_ai_insight	1339	358	1593	t	\N	f	service_optimization_v1	2026-06-17 10:34:03.737539+00
a9cee480-db8b-4839-b2a3-db4559085947	generate	2428	498	3167	t	\N	f	v1	2026-06-17 10:34:48.030254+00
cadc9773-5577-4979-b294-b2170dab0667	reasoning	2410	498	3171	t	\N	f	reasoning_v1	2026-06-17 10:34:48.033299+00
ff8124f1-4eec-4544-b2f9-4deeae3602dd	generate	475	40	10321	t	\N	f	v1	2026-06-17 10:34:58.964263+00
ea7ca75c-b1b4-45cc-acec-b21f4a46b8c9	generate	2442	589	2759	t	\N	f	v1	2026-06-17 10:40:36.863818+00
4c546f93-bb88-438a-830b-dafacf8e54f7	reasoning	2424	589	2761	f	Expected end of string, but instead reached end of data. Path: $.reasoning | LineNumber: 65 | BytePositionInLine: 190.	t	reasoning_v1	2026-06-17 10:40:36.864682+00
4ec6cad5-39cd-4706-8cf3-3a0c358594fd	generate	501	0	7283	t	\N	f	v1	2026-06-17 10:40:49.354782+00
03e85410-2c12-4a93-8f12-54141330da1c	reasoning	2424	538	2693	t	\N	f	reasoning_v1	2026-06-17 10:51:50.191816+00
1549badb-e254-4daf-92c2-df9581bd0b23	generate	2442	538	2692	t	\N	f	v1	2026-06-17 10:51:50.192131+00
e595f079-e222-4935-b858-b7205c4566da	generate	448	0	8389	t	\N	f	v1	2026-06-17 10:51:59.164575+00
